Model,Branded variable name,Frequency,STASH,Section,Item,time_profile,domain_profile,usage_profile,approved
UKESM1,hur_tavg-p19-hxy-u,day,m01s30i304,30,304,PLEV8,UP6,True
HadGEM3-GC31,hur_tavg-p19-hxy-u,day,m01s30i296,30,296,PLEV8,UP6,True
HadGEM3-GC31,hur_tavg-p19-hxy-u,day,m01s30i304,30,304,PLEV8,UP6,True
UKESM1-3,hur_tavg-p19-hxy-u,day,m01s30i296,30,296,PLEV19,UP6,True
UKESM1-3,hur_tavg-p19-hxy-u,day,m01s30i304,30,304,PLEV19,UP6,True
HadGEM3-GC5,hur_tavg-p19-hxy-u,day,m01s30i296,30,296,PLEV19,UP6,True
HadGEM3-GC5,hur_tavg-p19-hxy-u,day,m01s30i304,30,304,PLEV19,UP6,True
UKESM1,hfss_tavg-u-hxy-u,day,m01s03i217,3,217,DIAG,UP6,True
UKESM1-3,hfss_tavg-u-hxy-u,day,m01s03i217,3,217,DIAG,UP6,True
HadGEM3-GC31,hfss_tavg-u-hxy-u,day,m01s03i217,3,217,DIAG,UP6,True
HadGEM3-GC5,hfss_tavg-u-hxy-u,day,m01s03i217,3,217,DIAG,UP6,True
UKESM1,hfls_tavg-u-hxy-u,day,m01s03i234,3,234,DIAG,UP6,True
UKESM1-3,hfls_tavg-u-hxy-u,day,m01s03i234,3,234,DIAG,UP6,True
HadGEM3-GC31,hfls_tavg-u-hxy-u,day,m01s03i234,3,234,DIAG,UP6,True
HadGEM3-GC5,hfls_tavg-u-hxy-u,day,m01s03i234,3,234,DIAG,UP6,True
UKESM1,clt_tavg-u-hxy-u,day,m01s02i204,2,204,DIAG,UP6,True
UKESM1-3,clt_tavg-u-hxy-u,day,m01s02i204,2,204,DIAG,UP6,True
HadGEM3-GC31,clt_tavg-u-hxy-u,day,m01s02i204,2,204,DIAG,UP6,True
HadGEM3-GC5,clt_tavg-u-hxy-u,day,m01s02i204,2,204,DIAG,UP6,True
UKESM1,sitemptop_tavg-u-hxy-si,mon,m01s00i031,0,31,DIAG,UP5,False
UKESM1,sitemptop_tavg-u-hxy-si,mon,m01s03i535,3,535,DIAG,UP5,False
